SET,WAY,Tag,Format,Addr1,conf1,Addr2,conf1,Addr3,conf3,Addr4,conf4,Addr5,conf5,Addr6,conf6,bb_size
355,3,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
355,4,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
355,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
355,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
355,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
355,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
355,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
355,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
355,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
355,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
355,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
355,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
355,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
356,0,1A8,2,0EDF7755,2,0EDFF40C,2,00000000,0,00000000,0,00000000,0,00000000,0,0
356,1,0A7,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,4
356,2,1D0,3,000030B2,1,000254BC,2,00024229,2,00000000,0,00000000,0,00000000,0,1
356,3,0D9,2,0ECC3DAB,1,0EDCBA2D,2,00000000,0,00000000,0,00000000,0,00000000,0,1
356,4,0B6,6,000000DB,3,000000D0,3,00000ED0,0,00000000,0,00000000,0,00000000,0,6
356,5,0AD,3,00004BCB,2,00004AFE,3,00003902,3,00000000,0,00000000,0,00000000,0,1
356,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
356,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
356,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
356,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
356,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
356,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
356,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
356,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
356,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
356,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
357,0,0AA,3,0000FA27,3,00000AF8,0,000006EB,0,00004700,3,000046FA,3,00000000,0,2
357,1,0EB,3,0000A754,2,0000A759,2,00004C3B,3,00000000,0,00000000,0,00000000,0,1
357,2,0CB,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
357,3,1A8,2,0EDFC7FB,1,0EDFC753,1,00000000,0,00000000,0,00000000,0,00000000,0,0
357,4,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
357,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
357,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
357,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
357,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
357,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
357,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
357,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
357,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
357,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
357,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
357,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
358,0,0AA,3,000277E4,3,000046FA,3,0000FA27,3,00000000,0,00000000,0,00000000,0,1
358,1,1A8,2,0EDCBBFE,0,0EDFC789,1,0EDBFAB2,0,00000000,0,00000000,0,00000000,0,0
358,2,03D,3,00008F39,0,00014128,3,00000000,0,00000000,0,00000000,0,00000000,0,1
358,3,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
358,4,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
358,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
358,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
358,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
358,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
358,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
358,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
358,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
358,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
358,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
358,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
358,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
359,0,0AA,3,000038FE,0,0000FD0E,0,00004A84,3,00000000,0,00000000,0,00000000,0,1
359,1,0AD,3,000038F6,3,00004BC4,3,00004AFF,3,000003C6,0,00000000,0,00000000,0,0
359,2,09A,3,000048A9,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
359,3,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
359,4,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
359,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
359,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
359,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
359,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
359,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
359,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
359,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
359,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
359,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
359,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
359,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
360,0,1A8,2,0EDC271F,3,0EDC271A,1,00000000,0,00000000,0,00000000,0,00000000,0,0
360,1,0AD,6,000000CF,2,000000C3,2,000000C4,3,000000CD,3,00000000,3,000000CB,0,2
360,2,1E3,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
360,3,0B7,2,0EDBFE5B,3,0EDCE1BF,3,00000000,0,00000000,0,00000000,0,00000000,0,3
360,4,2BF,2,0EDCDC48,2,0EDBFE2B,3,00000000,0,00000000,0,00000000,0,00000000,0,2
360,5,299,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
360,6,2B8,2,0EDFF40F,0,0ECCB752,3,00000000,0,00000000,0,00000000,0,00000000,0,0
360,7,0E1,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
360,8,088,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
360,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
360,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
360,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
360,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
360,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
360,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
360,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
361,0,088,3,0000D53E,3,0000388C,3,00006826,3,00000000,0,00000000,0,00000000,0,2
361,1,0DA,3,0000D897,2,0000D8A1,2,0000D8A8,2,00000000,0,00000000,0,00000000,0,8
361,2,0A7,6,000000BF,2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
361,3,0D4,1,3FFFC0000207F00,3,0EDFC80B,0,00000000,0,00000000,0,00000000,0,00000000,0,0
361,4,0AD,3,0000FD10,3,00004A84,3,000038B8,3,00000000,0,00000000,0,00000000,0,1
361,5,034,3,0000A136,2,0000809C,2,00002777,3,00000000,0,00000000,0,00000000,0,4
361,6,1E3,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
361,7,1A8,2,0EDFC6C0,3,0EDFC6BB,0,00000000,0,00000000,0,00000000,0,00000000,0,0
361,8,1FC,3,0000FA0B,3,000061A0,3,00000000,0,00000000,0,00000000,0,00000000,0,0
361,9,0E3,3,0000E583,1,00000CE9,0,00000000,0,00000000,0,00000000,0,00000000,0,1
361,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
361,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
361,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
361,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
361,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
361,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
362,0,0A7,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
362,1,035,3,00011E9C,2,0000D499,2,00000000,0,00000000,0,00000000,0,00000000,0,1
362,2,0B6,3,00014D0C,3,00000ECA,3,00000EC4,1,00000ED0,0,00000EBE,0,00000000,0,6
362,3,1E1,3,00025549,3,0000F7D4,3,0002554C,3,00000000,0,00000000,0,00000000,0,1
362,4,1E8,3,00023F86,3,000046BD,3,000046C3,2,00000000,0,00000000,0,00000000,0,2
362,5,1E3,5,000001D2,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
362,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
362,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
362,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
362,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
362,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
362,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
362,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
362,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
362,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
362,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
363,0,0AB,3,00006826,2,00006825,2,00000000,0,00000000,0,00000000,0,00000000,0,1
363,1,004,3,00012A9E,2,00012AA6,2,00001FA8,3,00000000,0,00000000,0,00000000,0,2
363,2,0DD,3,00000EF9,2,00000EFC,3,0000795B,3,00000000,0,00000000,0,00000000,0,F
363,3,03D,3,00008F39,2,00014135,2,0000F725,2,00000000,0,00000000,0,00000000,0,C
363,4,0AD,3,000277E2,3,000038F6,1,0000FD0E,3,00000000,0,00000000,0,00000000,0,0
363,5,0E1,1,3FFFC0000202072,0,0000B260,0,000157F1,0,00000000,0,00000000,0,00000000,0,2
363,6,0FD,3,000066E8,2,00001A33,2,00000000,0,00000000,0,00000000,0,00000000,0,5
363,7,1E3,3,000277E1,3,00024455,2,00000000,0,00000000,0,00000000,0,00000000,0,1
363,8,09A,3,00004AA8,3,000046E2,3,000046F5,3,00000000,0,00000000,0,00000000,0,1
363,9,0E3,4,00001386,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,2
363,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
363,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
363,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
363,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
363,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
363,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
364,0,0E3,3,000095C9,3,00015360,3,00015365,3,00000000,0,00000000,0,00000000,0,A
364,1,0FD,3,00010206,2,00015004,2,0000F95B,3,00000000,0,00000000,0,00000000,0,4
364,2,32A,2,0EDD0B44,1,0EDBA6DA,3,00000000,0,00000000,0,00000000,0,00000000,0,1
364,3,0AA,4,000006FA,0,00000AB2,0,00000000,0,00000000,0,00000000,0,00000000,0,3
364,4,0F3,3,0000C32E,2,0000B74C,0,00000000,0,00000000,0,00000000,0,00000000,0,1
364,5,0D4,6,000000C0,3,0000007B,3,00000000,0,00000000,0,00000000,0,00000000,0,0
364,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
364,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
364,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
364,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
364,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
364,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
364,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
364,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
364,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
364,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
365,0,0AA,3,0000FA2A,1,00004BAD,3,00003A75,0,000006EE,0,00000000,0,00000000,0,1
365,1,088,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
365,2,004,3,00012AA6,2,00012AC5,2,0000A952,3,00000000,0,00000000,0,00000000,0,4
365,3,0E7,3,000038AF,2,000038B3,3,000040C4,3,00000000,0,00000000,0,00000000,0,1
365,4,0AD,5,000003C6,0,000003C4,2,000002FE,2,00000000,0,00000000,0,00000000,0,0
365,5,094,3,00002054,3,000020B0,2,0000F9B1,3,00000000,0,00000000,0,00000000,0,0
365,6,1A8,2,0EDFC6BB,3,0EDB5CA5,2,00000000,0,00000000,0,00000000,0,00000000,0,0
365,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
365,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
365,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
365,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
365,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
365,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
365,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
365,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
365,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
366,0,2B8,2,0ECC1D8B,1,0ECCC33B,0,0000BA2D,0,00000000,0,00000000,0,00000000,0,1
366,1,0D4,1,3FFFC0000202070,3,0EDF85F0,0,00000000,0,00000000,0,00000000,0,00000000,0,0
366,2,0AA,3,000277E1,3,00004B01,2,00004B34,0,00000000,0,00000000,0,00000000,0,0
366,3,0B7,4,00000C8A,0,000003D4,3,000003DA,3,00000C8C,0,00000000,0,00000000,0,2
366,4,0B6,3,0000D5B5,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
366,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
366,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
366,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
366,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
366,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
366,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
366,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
366,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
366,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
366,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
366,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
367,0,094,3,00004BD1,2,00004BA7,3,00004BAC,3,00000000,0,00000000,0,00000000,0,0
367,1,0DA,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
367,2,0E7,3,0000898F,2,000089A0,3,00016506,3,00000000,0,00000000,0,00000000,0,5
367,3,02B,5,000000D6,2,000000EF,2,000000E3,2,000000F7,3,00000000,0,00000000,0,1
367,4,034,2,0EDF7755,3,000080B1,0,0ECD5659,3,00000000,0,00000000,0,00000000,0,9
367,5,0AA,3,00004718,0,0000483C,0,000228CD,3,00000000,0,00000000,0,00000000,0,1
367,6,1E3,6,0000005C,2,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
367,7,1FC,3,00003E9C,3,00003E89,3,00003E06,3,00000000,0,00000000,0,00000000,0,1
367,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
367,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
367,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
367,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
367,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
367,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
367,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
367,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
368,0,0BD,3,00004BE1,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,12
368,1,0CB,3,0000C0ED,3,0000C0EF,3,000032FF,3,00000000,0,00000000,0,00000000,0,3
368,2,0E1,3,0000FD10,2,0000483C,2,000049F6,3,00000000,0,00000000,0,00000000,0,0
368,3,0F3,3,0000D0FB,1,000080B1,3,00002FD1,1,00000000,0,00000000,0,00000000,0,2
368,4,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
368,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
368,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
368,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
368,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
368,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
368,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
368,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
368,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
368,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
368,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
368,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
369,0,004,3,00012A89,2,00005D75,3,00012AAD,2,00000000,0,00000000,0,00000000,0,1
369,1,0A7,3,00001F9B,2,000027A7,1,00000000,0,00000000,0,00000000,0,00000000,0,1
369,2,0E1,3,00004A87,3,0000F9E7,3,000001E4,0,0000F9F6,3,000001E5,0,00000000,0,2
369,3,03D,3,00008BE8,3,00008BF8,3,00014192,3,00000000,0,00000000,0,00000000,0,16
369,4,0B6,6,000000BE,3,000000D0,3,000000CA,3,000000C4,3,00000000,0,00000000,0,1B
369,5,0F3,2,0EDFF40C,3,0EDB5CAB,2,00000000,0,00000000,0,00000000,0,00000000,0,1
369,6,1A8,2,0EDD0B44,3,0EDF7269,3,00000000,0,00000000,0,00000000,0,00000000,0,0
369,7,09E,3,000045D6,3,000045DE,3,00004599,3,00000000,0,00000000,0,00000000,0,1
369,8,030,3,00015C55,3,0000B581,3,00003329,3,00000000,0,00000000,0,00000000,0,0
369,9,2A2,3,0000813B,2,0000A237,3,0000813D,2,00000000,0,00000000,0,00000000,0,3
369,10,299,2,0EDBA6BE,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
369,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
369,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
369,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
369,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
369,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
370,0,0B6,2,0EDCE107,3,0EDCF652,3,0ECC620C,0,00000000,0,00000000,0,00000000,0,1
370,1,0AA,3,00003A43,3,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
370,2,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
370,3,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
370,4,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
370,5,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
370,6,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
370,7,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
370,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
370,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
370,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
370,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
370,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
370,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
370,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
370,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
371,0,0AA,3,000046FF,3,00004599,3,0000F9D2,3,000002FE,0,00000000,0,00000000,0,1
371,1,0A7,3,000102AF,2,000027BF,3,00000000,0,00000000,0,00000000,0,00000000,0,11
371,2,0E3,3,00000F48,3,00000EDB,3,00000000,0,00000000,0,00000000,0,00000000,0,F
371,3,0B6,3,00012802,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
371,4,0CB,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,1
371,5,299,2,0EDC6CD8,3,0EDBA6BE,2,00000000,0,00000000,0,00000000,0,00000000,0,2
371,6,094,4,0000009C,2,00000054,2,0000013A,3,000010B6,3,00000000,0,00000000,0,0
371,7,1F4,2,0EDCDC48,2,0EDCB730,3,00000000,0,00000000,0,00000000,0,00000000,0,0
371,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
371,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
371,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
371,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
371,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
371,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
371,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
371,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
372,0,087,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,6
372,1,0AA,3,000276FA,3,000046EE,0,00003846,3,00000000,0,00000000,0,00000000,0,1
372,2,0D8,3,0001618D,2,00001673,3,0000BDB1,3,00000000,0,00000000,0,00000000,0,5
372,3,0CB,3,0000A18C,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,3
372,4,0FB,3,00010356,0,00000F1B,1,00000EAF,3,00000000,0,00000000,0,00000000,0,1
372,5,0E1,3,0000DE8C,2,0000A94F,2,000052B4,3,00000000,0,00000000,0,00000000,0,2
372,6,0D9,3,0000EFE5,3,0000EFF4,3,00000510,2,00000000,0,00000000,0,00000000,0,0
372,7,2B8,2,0ECD01FA,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
372,8,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
372,9,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
372,10,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
372,11,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
372,12,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
372,13,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
372,14,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
372,15,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
373,0,0E7,3,000089A6,3,0000FE4E,3,000038B3,3,00000000,0,00000000,0,00000000,0,10
373,1,0E1,3,000052B4,3,00001E8E,3,00000000,0,00000000,0,00000000,0,00000000,0,1
373,2,000,1,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,00000000,0,0
